ZdAId,ZdCId
462229,59671
52945,59629
415553,486036
43578,482864
53897,60187
462337,462338
48171,59587
47104,59762
473759,71092
45016,64485
462271,462230
57699,64482
54765,64494
54768,64508
54703,64496
54702,64506
54732,64530
413633,64502
492884,69605
59024,74118
463432,463433
57750,63835
57883,63478
58061,72957
47814,73007
58033,72896
58049,72914
419147,419148
58037,72926
419088,419089
419084,72984
58043,72952
58034,72901
47817,420251
58065,72874
58027,69793
58025,69778
58054,69737
58001,72892
58015,72937
58014,72879
58010,72918
58006,72928
492837,64589
488310,488407
52824,62642
57558,415616
53136,63280
54881,62947
56671,60840
43454,60651
44671,60182
56678,60443
42178,64501
44233,62628
48859,62628
473872,63025
47051,62951
421799,421800
52878,62910
420174,60998
44440,65941
53989,65575
44111,66185
43980,65997
57137,66415
43282,66077
42926,67038
56495,63238
56540,69559
56521,72818
479977,480352
426401,73923
462897,72371
462857,73923
45296,479958
473688,71989
50035,59463
57625,59537
50018,59445
44884,71334
488108,73650
473771,71423
48432,60899
43054,61987
42691,62130
53463,62460
43268,60342
492638,492645
479685,479874
48348,60517
48335,60496
48327,60168
48323,60528
48302,63128
47076,60154
48383,62909
48362,62823
48445,60232
482846,482847
48202,60374
483623,483624
43641,60763
483609,483607
48480,426070
48121,60015
48478,59992
48101,60078
422635,422636
44836,60291
58822,60301
45760,422765
462656,485908
44104,60259
43999,59983
51697,60118
52101,60133
42705,73685
462652,462653
45273,71033
492299,61727
43928,61042
55326,61112
55387,61053
473387,63072
473498,66650
473451,62804
44552,63639
55313,61101
425113,425114
425123,425124
59020,74079
55438,61170
55411,61205
44704,61274
55383,61334
47121,61207
47120,61139
45779,61393
55325,61060
44441,485794
55396,61338
55317,61063
55286,61153
57021,61216
47658,61547
479459,479460
44159,61416
55320,61073
55274,61106
55453,61242
55464,61195
55287,61150
55502,61231
55409,61183
55302,61072
55370,61117
55500,61238
55448,61246
55296,61125
55415,61180
55365,61119
425092,425093
462707,61094
473169,61537
473154,61318
55477,61085
55467,61169
425240,74078
55392,61263
56087,61285
55473,61108
42572,424527
55289,61210
55427,61266
55412,61208
42411,61486
55471,61134
55346,61264
58548,61248
42258,61382
55300,61067
47683,62990
422405,422406
42946,63035
49591,69271
49607,66876
59095,66597
483477,488099
50051,59475
50050,59459
50004,59543
50008,59421
50013,59594
51603,59441
51606,59507
51609,473139
51702,59935
51705,59881
51717,59833
51718,59685
46618,70946
46063,72125
42836,72308
50552,72422
50554,72471
473413,72598
45595,72445
59125,482718
46204,73424
46589,71400
59155,482718
50445,65706
57493,70201
47505,66230
413085,70548
45435,71304
473656,73653
463899,71224
54120,64356
473270,67920
42748,73608
58756,73844
45446,71286
473043,71212
491168,65542
45106,71178
45226,71611
45292,73670
58741,412737
58098,72432
47417,70971
46094,415632
427335,73370
50212,70451
50213,70409
45113,71160
45378,71060
44284,71983
54646,70710
50969,72288
46285,69886
45406,71278
50346,70152
45278,71015
45626,71844
46497,482832
50938,72529
51126,72705
58750,70620
491795,72285
462419,462420
50436,482729
45638,71786
57771,63461
50797,69967
47691,69918
44847,415678
462824,69837
50597,70918
46607,70910
57234,70907
42211,71424
473480,71422
50499,70893
473207,71135
473274,69435
486043,491786
49778,73473
44256,72775
463916,71197
46548,71680
45878,70543
45174,71961
463873,73647
470803,62064
46216,73480
57909,63732
57910,63754
43670,63590
43624,63633
42578,63382
491775,491776
47226,491774
45344,71174
50387,71830
50425,71901
50325,71814
52211,72019
50426,71955
470557,71076
58337,73193
58934,74065
43360,70768
45645,71754
44735,72465
46597,70927
51630,69971
46096,72627
51297,69740
45345,71149
49785,68821
49782,68892
417614,417615
47328,68311
473275,67917
44324,68852
52570,69057
52606,68978
49235,68017
419196,419197
49439,67931
49442,68231
58094,482354
44472,72478
462884,72438
48646,63561
48647,63596
46422,63510
463980,64189
490807,490825
45572,482775
52867,63420
43759,63597
53712,70055
50340,69890
45718,420300
50223,70384
50810,71675
57979,71800
50618,70711
50537,72535
58452,73704
52761,71690
58399,72452
44294,421404
52359,70937
45944,70162
58483,69832
58474,69903
51658,73031
57259,71727
52351,72186
46421,63523
479119,70840
463876,73651
44730,72173
46131,72559
46325,72277
58996,72228
46107,72531
55649,72412
45947,70150
50578,70933
53330,65299
462781,72477
45152,71307
44091,73750
44651,72499
46071,72169
43403,63513
50245,71965
473701,72078
50217,70165
48296,60867
52847,63118
462769,462770
55661,62357
50980,64418
50958,72509
46440,72136
58338,71823
57215,473389
53195,69987
45128,71254
45132,71230
58370,71774
46578,71479
44469,70510
57959,479954
463729,62242
424101,424124
57727,62539
53426,62546
53424,62537
53434,62535
53460,62413
53461,62439
53465,62445
53484,62410
53490,62406
53502,62399
420216,420217
48616,63875
48617,63862
48720,63123
48717,63168
48679,63028
48671,63056
52896,63551
52900,63504
45197,71673
55654,72346
417610,69068
48837,68961
47466,480495
478211,478212
480491,480492
478158,478159
44130,68936
43534,68833
52460,69038
478005,68849
52773,68871
52716,68894
52723,68994
420350,420352
463863,412992
58596,71456
58597,71473
43463,71272
45575,71501
474356,71033
53197,72939
55761,70832
44296,70330
46284,69886
46078,72530
57218,70360
46458,73874
43334,70211
52797,62689
49733,73544
46252,73575
46243,419644
57469,73551
423070,423071
482800,71346
58210,71349
50444,65947
58860,74022
43279,63367
43793,63617
413209,413213
57936,70264
51966,71527
57477,70598
57977,71846
463663,414773
50501,70866
52765,70323
46881,64448
42321,70787
58238,71910
44206,415625
47815,480562
50712,63896
46086,72256
50679,70960
51184,69874
44144,71346
43792,70762
52346,70950
463641,463642
50584,70959
463629,463630
412386,412680
42393,70800
412369,412569
50448,72753
42752,70491
52349,72212
482880,72166
50964,65356
44039,72684
45413,71240
50179,71540
473640,71346
478952,478953
486914,426665
473794,72770
490804,490805
54867,62871
51571,60687
48702,63365
57090,59886
51801,62092
54974,60804
51573,60933
42725,63967
42711,60627
42707,63226
45101,73635
44825,73634
45194,71795
46968,65625
53280,66406
420102,63267
480020,480061
59149,74220
57795,63520
53188,480984
59089,62754
43768,60278
51565,60375
43347,60607
48781,425006
42544,60437
51558,60024
43976,60120
48689,63107
48697,63212
44361,60423
51553,60529
59092,74173
48709,63188
48776,60970
48796,63064
54788,62881
48764,61026
48656,60406
420113,420114
48639,60408
42616,60007
48767,60693
52098,463972
474333,474334
48800,62958
425946,490703
53979,64363
44990,64296
44968,64292
44934,63879
53969,65012
44672,64282
44555,64079
48627,64216
48564,64162
53939,64698
48575,64085
48621,64211
53951,64226
54376,64295
54105,64291
54119,64312
53976,64544
42670,64302
42627,65315
46885,412668
57088,59848
55049,59801
49177,63616
56705,60602
56713,60644
55043,60334
58508,60641
59061,74148
420155,60142
58690,73972
54903,59895
54996,60167
54961,62816
54980,60897
56701,60833
55036,59942
57650,59690
54911,60096
44208,63686
55071,59956
54965,60017
44068,63773
55029,60435
54883,63079
54935,60546
59048,74137
54964,59944
56708,60795
59047,74136
54859,63167
54885,63069
54951,60812
43581,60097
55056,59768
54945,63017
474229,474230
46828,60725
55054,59789
59052,74140
55059,60337
55068,59988
49141,63820
54914,60132
54869,62638
49197,63702
55076,60194
56677,60686
424160,424161
54976,60910
55022,59902
59058,74145
54894,59636
59055,74142
54955,62862
54847,59740
55003,59653
56669,60502
52001,63713
424780,424781
54954,62765
55050,59728
51744,424739
49090,64308
49088,64286
43339,64169
478964,480608
44143,480612
51937,62031
463519,463520
51951,61654
51854,62159
51829,62499
479026,69939
490549,67728
417454,417455
57755,63555
42401,70817
44454,63680
48576,64039
51248,72521
46104,72560
50748,72156
427177,427178
46362,424028
46465,72377
58463,70085
58472,482857
46576,71499
58723,482795
58837,479992
426543,65756
45612,71874
58924,73035
413344,413345
42289,463564
44978,64464
43711,74192
42608,420237
51134,66069
488555,73697
48623,63826
48620,63737
48628,63777
48619,63762
48604,63927
48587,64159
48578,63993
48556,64222
477493,483417
48634,64031
48630,63792
44100,64084
44291,63904
44574,477992
415509,64008
43502,63910
52103,64091
49127,64055
49104,63930
47003,64017
49101,63969
47037,62967
57083,62141
51925,62138
51853,62425
51932,61608
51933,62140
51881,61722
52278,61955
51905,61737
49228,67507
51840,62346
51958,62123
51849,62260
51814,62550
52145,61851
59168,74237
51855,62274
51876,62109
51870,61815
51813,62566
51865,62335
425558,425559
51845,62475
43642,62115
51794,62261
51861,62283
51947,61942
480069,480070
477938,477939
49945,61754
52147,61698
425533,425534
51804,62449
51869,62249
52143,61939
484171,484172
51886,61744
51941,62026
52279,61789
51939,62080
479863,479890
51837,62548
463443,463444
51825,67629
45431,71123
463917,71124
48588,64132
422459,422460
48601,64002
485846,485847
52105,63793
45803,61825
463825,479928
419346,482602
427236,64275
44695,64337
54658,64349
58845,73933
57441,61622
49913,61438
49917,61503
49920,61500
49921,61582
49924,61566
49925,61606
49931,61586
49933,61628
49936,61620
49937,61649
49938,61697
49946,61735
488281,488406
413170,413171
412367,412581
49126,64029
488247,427076
488210,72697
488172,73802
488170,73802
47197,68067
56388,67541
52458,68282
52408,68410
52430,68621
49464,62239
49441,68198
57428,73443
48449,60854
57873,63495
48849,61676
419915,61915
44141,62045
45798,61963
45786,62033
45805,61824
474160,474161
44557,62008
55588,62069
55595,61978
55594,61866
55599,61889
55532,61869
55541,62034
55544,61821
55555,62102
55617,62099
55621,61876
55628,62005
55630,61816
55737,61966
412384,412676
481655,481656
45870,71347
57706,66893
424553,65816
44430,65622
59034,74123
486829,73764
46191,72608
46189,72621
57339,72701
46755,72709
57346,72547
57350,72582
57351,72556
55517,73494
43676,72695
412702,412703
418912,418913
44425,63984
54759,64612
54705,64451
54728,64495
54730,64441
487081,487082
486936,486944
473411,67944
470958,411429
45363,71086
44875,71092
42426,71063
42311,71853
473297,411385
472312,67805
47592,67016
44838,70186
42830,69466
46338,72371
43748,65604
50564,72379
473698,71710
58732,71673
43688,69165
50572,72366
44994,69670
58786,74009
42882,70022
53911,59999
53008,59855
480231,480342
59097,59804
478732,479063
58079,59716
462576,60387
427796,427797
43876,59931
52330,59991
53887,60253
53938,59760
50027,59484
52969,59735
58667,66567
427117,72751
44116,72580
425035,73591
44589,72542
470163,71817
44912,72571
473817,73699
473454,71799
50451,72500
45284,70646
45898,70493
46937,482086
44714,425796
426092,426093
473334,63886
54662,64232
473607,73721
478937,480589
48633,69544
43900,70783
479372,480952
53948,64233
463892,71930
44529,71889
48073,69648
415239,415240
48067,69774
473446,64883
473215,69852
479019,70027
473401,67000
494523,494524
51782,66726
415224,415225
48064,69548
48079,69561
48077,69557
415235,415236
463510,463511
415243,415244
50773,69878
50787,69665
50786,69657
58109,69578
58105,69621
43085,69653
43275,69819
413700,69754
52268,69621
48072,69669
463914,72203
427871,64883
43978,73329
42954,73357
57285,73407
494014,69591
494020,74103
44551,73431
59373,419659
53646,67218
50540,73390
46165,72614
494513,494514
50149,64825
57632,65071
42348,65307
473587,67625
58699,73982
50120,65073
54617,65239
477619,477620
47647,64989
53847,64628
417898,65018
56268,67641
50125,65021
50990,65040
50107,64940
53850,64527
411485,411486
411326,411327
411342,411343
55241,427315
45807,61842
55565,61949
55579,61883
55597,61929
55534,61877
55554,61843
55615,61866
55618,61957
42227,66283
53775,64595
417612,478001
52563,69023
49969,61288
42341,62627
56544,69685
48948,66010
48947,65993
48887,66033
46478,65940
473266,65399
43919,66186
49659,67009
49637,69452
58664,73952
43551,67166
422308,67147
43535,67230
49031,67006
50163,64815
50646,64796
47622,64980
57075,64735
58968,64775
43352,64780
43701,64789
54594,64938
54636,64902
54635,64850
54600,65119
54604,65007
42626,64686
42629,70746
43938,70727
51160,64692
53751,64404
53757,64661
53826,64565
53829,64452
53839,64667
53841,64653
53855,64879
53853,64671
53804,64360
53814,64609
50080,64999
50092,65099
50094,483241
49000,65047
50105,64914
50119,64952
50124,64944
51590,64814
51644,65033
51685,67175
53638,67223
52777,66960
54593,66431
49026,66955
49577,67211
473611,67176
58161,67215
57643,67235
422309,67147
54300,65583
44355,63714
473071,67126
44985,67250
49632,67115
416365,67339
47527,67231
58164,66837
47593,66944
426549,426550
57644,67230
53614,416377
53633,67265
53647,67221
49027,66913
47270,68038
463335,463417
59376,482773
46920,65515
54030,66345
54050,66356
54126,66541
54235,65597
54240,65432
54269,65543
54290,65149
43945,65374
42941,64821
51415,66365
54363,64888
486917,486942
56347,68658
47221,67823
473479,62139
478872,482071
478875,478876
478905,478906
427055,427056
59363,423617
47610,65659
413508,413506
473172,65443
46635,487807
46773,64769
46899,66347
46896,426323
46889,65281
58978,74092
46930,479909
473085,66858
43057,73715
473031,65542
425136,65312
54013,65312
44620,426072
54044,66314
54068,65638
426163,64820
44688,64738
43456,64718
54110,64811
44766,64859
54133,73909
44743,66440
44747,65133
42166,66137
43474,64596
54074,65901
54080,65821
54085,65978
54083,65968
54091,65768
54090,66139
54230,65437
54242,65852
54245,65853
54250,65728
54258,65475
54289,65035
54206,64953
54210,64892
54224,65434
54223,65264
54197,65111
42366,66678
54351,64958
43690,65030
54368,64878
54394,66355
43649,66536
44976,488071
43627,66456
43623,64822
54320,66200
54328,64792
54330,64857
54337,64752
54349,64827
42413,66321
411686,74039
42507,64729
473524,66321
42622,66384
42793,64787
486945,487070
42762,487073
484074,484133
473365,65897
42829,63882
481687,482085
49048,66388
51360,66446
51388,66845
53955,65334
53971,65337
51453,66309
53444,62517
47282,68076
56000,68127
44182,61968
56843,67284
44478,66022
494429,66881
494399,68190
463349,72286
58351,68102
56379,68482
50294,73191
42554,70523
42555,71707
50659,73863
58893,74038
50488,72360
463644,463645
53192,73106
58289,68106
50284,71596
50730,71455
50300,73224
46529,73911
47300,68462
50409,71730
473832,70640
473415,71517
43685,65075
479082,479083
50867,73089
470558,425779
45706,71404
50476,72281
473235,71337
427068,71370
55521,73134
51734,72289
462899,72478
473652,71253
473679,71450
426577,71379
51071,73282
46547,71680
50920,73178
53707,72290
50896,67930
50282,68342
44809,67833
57242,71773
50329,71646
45021,73100
480176,480344
45042,73217
42630,72841
56437,63185
47537,491909
55934,68381
473241,411391
473272,494371
56237,67674
51236,71949
57020,425771
492332,492333
51460,66839
51501,66894
488587,66901
473626,70358
50956,72040
473757,71781
46066,72161
58727,71277
44406,73000
43293,72221
53545,62315
58985,74096
492423,68311
46714,73477
44775,59966
43453,69932
59013,72971
480547,72971
494279,63290
50649,72158
57521,69905
43635,73033
473631,71595
51543,70588
50227,70306
50235,73677
50269,70579
50670,483407
50640,72131
50661,72127
477684,70945
50731,71524
50734,72274
50738,71502
50761,72220
50760,72142
59107,74186
59227,74283
47409,73937
47358,415673
492766,488087
492759,72131
492728,72134
46318,424842
46447,72120
46444,482881
45066,71497
45089,72348
58506,73804
45147,71394
46583,71365
413415,413416
473236,482368
463868,70721
463837,479900
45588,482782
45570,73672
44194,74003
45481,72074
425214,425215
425207,425247
57715,65025
44661,71428
44653,479996
44680,72314
43427,72168
54147,72295
44723,74022
44855,71402
44839,478707
42534,72058
43831,71287
462869,72324
462863,72300
42831,72105
51083,72284
51082,72268
52373,72354
42952,71421
53709,72345
51119,72115
50467,480604
50471,72243
50486,72112
50492,72140
473615,68916
50698,70516
46671,70624
53491,62385
427280,427281
53561,62270
473483,67839
56297,68556
52364,60376
43436,70535
53671,494011
473115,71572
52472,69459
43440,72943
47193,67965
52418,69114
51588,68099
49393,67789
478863,478864
416547,416548
50912,73245
50911,73249
50922,68227
50927,73189
50933,68210
47233,71724
47229,73227
47228,73227
47224,73215
50851,70533
50850,70498
50852,70509
50855,73232
50858,73194
50860,73237
47275,68197
47261,73139
491797,491799
58274,70556
58276,482777
58298,70388
58217,70564
58265,71563
58260,73115
480533,480537
58331,73219
58336,73088
58346,71641
58364,70146
46556,73108
45210,71655
46540,71867
45260,71580
45248,71623
45249,71605
45244,71586
57240,73260
57277,71624
57278,71662
463888,71756
463828,71305
57529,73091
57530,73095
58877,73190
57543,71941
57544,478844
43032,73114
45665,71284
45668,71257
45667,71261
463331,463564
43443,421277
43421,68178
42292,72429
44812,68145
42340,72440
53166,70378
53171,70168
53187,71811
53193,73102
43753,68369
473742,71222
53214,73084
53215,73085
53322,72997
462825,71570
42613,479919
52186,422972
52197,73024
460395,73149
412394,412726
463949,463950
42849,68432
51086,70444
51097,70431
51070,73253
51073,71980
51313,70042
479088,73143
50197,70607
492115,490782
50275,70573
50278,73032
50289,73188
50291,73223
50295,73214
50253,70610
50258,70309
50264,70356
50265,70435
50390,71809
50398,71692
50308,73277
50310,73300
50320,73218
50342,73005
50352,71677
50364,73146
50373,73136
51615,71659
470521,71328
50303,73238
50302,73233
50304,73242
470531,71785
50411,71739
50415,71769
50417,73206
51750,73138
51759,70650
45429,481100
473734,71292
473726,71243
474204,63071
48024,62968
462585,462586
55138,72832
411345,411346
57564,426167
57149,66905
52990,59722
419298,419299
58184,62749
52977,59434
52932,60640
52967,59766
477006,477007
52960,60704
42744,60407
42678,60045
52956,59784
49896,59831
462256,462257
45762,427242
52952,73744
478603,478604
424437,421776
52941,59745
49897,59791
52937,59449
42350,60616
478584,478585
45068,59767
48308,59780
477014,477077
47087,59774
52933,60828
52927,59423
52926,60632
47074,473063
56987,462241
493638,492039
56267,67618
426344,426345
58707,73990
473588,67625
42932,67624
42671,67673
493633,493634
44127,63623
44357,63864
54967,60467
51582,61012
473269,68505
473429,73709
479052,73364
43430,73362
462929,73312
54538,66398
462453,422805
51301,69827
51303,69920
493292,483316
486695,69647
45370,479853
46045,69664
493594,72323
57101,68351
493571,73778
493567,493568
492046,492047
493562,477767
43353,65769
56034,61430
56992,65973
493522,72433
47839,71125
462792,72319
492750,74059
473748,71270
50317,71877
480401,480406
51866,62365
48662,63308
47838,63331
58931,74062
56428,69631
56551,69705
56574,69605
46024,69681
47713,70234
58621,480754
485337,485338
45970,70074
43913,70608
420604,70116
420032,420033
57890,63466
493480,64191
44447,70923
470549,71517
58743,71063
46632,416745
42140,64529
425948,64596
54699,64493
54776,64513
54726,64533
54739,64528
54745,64552
492877,492888
42163,69212
423772,69204
50647,64768
45462,71168
45455,71189
56534,62573
56539,62571
492846,492873
492862,68671
492860,68613
58443,426634
58439,73770
58682,73966
58058,424436
58053,72895
58047,72972
58022,72954
53043,72993
58041,72905
419135,73006
58556,73904
58060,72891
58558,73836
57992,72962
58044,72894
43459,72942
58048,72925
419161,73904
58026,425787
43010,72915
58017,72886
419157,73017
58013,72932
53198,72934
53044,72994
42373,72908
42263,72902
58442,72911
54769,64454
488308,488408
54142,70655
45327,70621
55019,59900
54862,59657
49163,64139
473059,60072
54898,60267
418986,425876
54035,64651
52794,62620
43795,61013
44664,485517
44616,62835
52316,60949
480505,480518
52807,62633
56615,65292
56646,421059
44149,65573
53234,64748
44259,66111
56613,64858
473291,66436
57572,66142
54061,64712
43518,65880
58683,66185
492733,492738
48246,60576
50025,59481
50015,59570
50048,59466
45863,485539
487975,62290
57554,62281
473845,63029
473659,71673
490561,490562
48433,60971
48414,60993
483599,483600
44092,62554
53472,62076
53550,62291
487968,492206
42845,62023
53806,64500
43837,461828
48349,60456
48346,60445
48330,60238
48382,62944
48441,60095
48436,60948
43648,61488
55747,61629
45777,477676
43598,61619
42951,479240
55723,61690
43264,61805
473367,61658
473189,61763
58124,61577
424526,479240
55673,61505
42478,485793
55672,61517
476974,476975
55684,61742
55753,61920
55744,61641
47151,61482
59114,480603
426524,426525
44778,61424
56062,61447
56085,61323
44535,61407
47155,425901
47156,425901
56126,61386
426388,61182
56106,61457
56136,61329
47152,61483
56130,61317
56083,61436
56066,61359
56080,61420
56019,61388
56123,61612
56024,61421
56013,61439
47160,62135
44000,62326
49520,62432
49424,62090
49257,62568
47681,62928
55638,61836
471254,411406
422336,65488
421245,492156
421237,421238
48954,65420
45104,480747
463351,73642
492112,73787
49989,59424
49962,59388
49954,61344
49957,492097
49983,61467
49982,59472
48558,64174
58523,417900
44302,64812
57631,65076
56747,65182
42314,64604
42302,65152
42549,64943
53787,64271
53770,64433
53801,64613
50168,415637
50114,64983
50113,65065
52778,65213
50129,64771
50139,64798
50061,59398
49991,61341
53675,61186
49968,59394
412368,412584
49970,61301
49972,61305
413265,70449
42455,64370
43734,63641
49167,63863
55105,66980
415375,73935
45631,71827
47577,66498
422736,422757
58870,65837
49013,65533
53540,62264
53554,62268
53515,62229
53524,62255
53529,62313
473251,411397
48854,59793
58916,74056
56002,68384
411511,411512
411449,411450
473519,411343
473191,411346
48164,59597
57851,63459
57891,63385
57866,63219
57893,63528
57741,63543
44195,63833
57807,63666
57808,63644
462320,462321
57764,63571
57740,63490
43622,63191
47007,63834
57855,63413
57842,63770
57839,63696
57874,63449
57902,63428
57758,63530
57749,63727
57813,63591
57766,63502
57867,63462
57846,63452
57876,63418
57905,63765
57837,63659
57868,63377
57888,63725
57875,63431
58907,464034
47499,479940
48961,66158
48959,66165
54444,65734
50774,70432
58531,73816
49238,482889
49501,68424
49543,67949
461913,74073
486669,486689
49119,64121
49112,64176
49178,64200
486642,70575
47190,67898
43997,68581
52241,68027
52406,68289
52517,68779
52745,68801
52702,73756
49259,67769
49255,68009
49252,67665
49243,67835
49230,68077
49205,67637
49203,67580
49397,68258
49387,67777
49385,68306
49371,67981
49367,67849
49359,68655
49344,68389
49495,68797
49492,425998
49480,67937
49484,67669
49445,68383
49547,67969
49533,68126
49510,68358
49502,68600
46149,72687
46224,73486
57335,73555
44303,72692
42186,72725
43652,72689
44913,72571
50520,72527
46136,72651
57675,63570
57683,63414
46420,461827
57689,63487
57671,63832
57673,63493
58649,73930
47049,463972
51376,62870
478851,478852
47497,65909
54025,64743
49071,66306
58194,62981
58193,62975
58202,62966
52908,63116
52486,69250
46079,72227
51114,65359
57102,68403
485857,485858
52888,63003
50778,70101
57040,485844
58848,68089
55886,485843
45885,70471
48129,59619
48139,59495
48142,59497
48170,59524
48307,59638
48312,59790
48318,59540
48319,59501
48320,59512
48332,59554
48241,60739
48243,60610
48244,60643
48366,62691
48367,62649
48265,59583
48381,59451
48268,59599
48269,59585
48270,59610
48271,59602
48272,59628
48395,60878
48407,60969
48450,59810
48469,59712
48471,59732
48483,60573
51358,59742
419391,419392
425684,478351
427497,74086
461842,461843
462547,462548
480427,482883
47428,69826
50754,72210
50403,70481
46155,480991
58772,70881
50587,70881
485782,485783
59254,71137
47811,62671
44716,63672
53366,63647
46425,73919
46429,63760
52895,63473
53387,63857
46878,64422
54746,423736
420336,420337
55969,68707
52851,62963
52541,68716
52658,68772
52510,68703
52451,68589
52684,68860
473398,68582
417572,417573
52509,68694
417539,417540
52602,68617
52755,68448
478109,478110
52504,68815
52457,68300
52622,68674
52498,68902
478025,69145
52506,68681
52601,68633
52740,69067
52676,68179
52722,69188
52603,68619
479606,479607
52647,68945
420347,420348
48831,68957
52754,69340
52718,68695
479660,462679
47331,68313
417450,417451
52552,69333
57033,68629
47487,69241
52454,68304
52416,69155
462681,462682
57619,69173
45977,70034
483409,70151
52225,70205
45979,70054
48839,69006
48838,69001
57036,69034
52523,69251
52489,68982
52749,68608
52730,68530
52669,68284
485213,68503
52569,69122
52700,68751
52561,69003
52652,69255
52400,69126
52704,68727
52659,68730
52610,69157
48818,69016
419034,419035
52865,63140
52884,62778
52802,62652
52856,62893
52854,62942
52816,61029
53130,69809
53127,69806
47719,69901
45969,70065
53120,70137
53118,70107
53111,69803
46038,69614
53084,63392
53082,69935
47056,69597
46058,69626
50624,72077
484015,59405
420247,67062
416662,62705
50581,70954
58778,69749
46524,72537
46525,72533
46459,72353
57126,66585
483594,62348
53536,62242
55972,68400
50755,72229
47020,71038
45067,69568
43154,73625
44628,69300
47876,66535
50955,71992
45952,70070
50440,70174
45703,71115
45913,70369
57522,69877
463346,71419
47314,68494
42871,71197
52347,72234
46095,72611
43368,72253
58628,480991
46519,72036
47543,65421
52348,72224
52357,70914
58484,69853
50616,70941
58481,69909
45890,70400
473668,70537
46027,69717
50993,424844
50997,66370
473622,61630
412393,412723
52356,483253
50160,415637
47406,71412
47381,70776
52204,66103
52203,66056
42288,463564
473459,72064
43524,71434
53695,69871
477694,477695
45922,412680
55799,68521
47320,68542
47310,68456
55985,68215
53588,62186
51112,65429
58856,74019
45468,70801
58748,70669
58477,70375
43566,71199
44970,479068
42885,71224
43192,60987
46568,67839
45488,74003
45457,71164
45415,71255
47858,71312
482823,482824
45328,70657
45334,70991
54442,65644
43407,71274
44617,71311
44510,71799
480289,72126
44072,71703
43395,71294
43417,71322
42771,71376
44396,71885
42213,71348
45196,71728
44113,71510
44840,71270
45609,71900
42780,72013
42195,71519
44509,474152
44962,71285
47891,73695
44911,71201
44582,71597
42419,71167
44316,412687
44881,71222
43283,71328
43656,478885
44435,71133
462351,71056
45508,71423
59370,71416
44345,71409
44012,72118
42874,71159
45193,71803
44479,71442
45664,71284
44227,71972
43055,71808
45056,71403
43042,72203
43548,71474
42751,71075
44211,71138
45116,71170
47021,71054
46689,422420
45735,63071
47525,67176
44602,64021
43209,463850
47961,61480
47960,69196
47951,67180
43150,66659
48964,66452
47952,59882
47181,62139
45493,71475
43181,64195
47878,73568
43176,72421
46299,69639
45705,71269
43165,59429
43159,59948
43156,59470
58572,478733
47914,61858
47486,69237
47669,62412
54249,65985
43227,70064
47901,73297
45784,62003
45850,60422
47145,61658
46482,66063
45860,73627
47199,67917
43073,66533
43115,60309
43110,69852
46035,69682
58879,68407
47928,68980
47174,62064
43106,61537
42516,62176
43104,66834
43102,59447
47924,62596
47905,59830
51238,72179
46857,64338
43090,66672
45419,71212
47918,67027
43071,72646
46395,63134
43068,60072
463967,71013
45279,70674
45179,71872
45151,71289
45140,71213
45143,71208
59341,74373
58655,73942
55240,61909
57264,71804
52116,72712
57189,66943
43019,66970
59044,74133
59043,74132
42179,66867
55098,66714
45058,66752
55084,66739
413594,413595
44886,67143
44464,67092
54102,65082
54098,65272
47837,66916
413602,413603
53999,65045
53998,65159
53994,65159
53991,65017
53982,65442
42943,67203
413615,413613
43593,67012
42284,66055
44176,66687
42528,65846
50684,72404
47495,65614
482769,482771
50229,69944
58374,71691
50747,72152
43829,72453
42660,66548
54149,66417
54448,65813
54417,65599
54503,65424
50984,65338
58656,73943
54486,65796
54403,66256
54449,65556
54454,66288
54432,66635
46473,65413
54505,65251
43934,65894
54483,65980
54482,65708
424896,424897
54412,66522
54479,65892
54465,65468
54474,66162
54424,65529
419399,419400
54500,65558
58476,70200
58368,71717
54697,70757
50529,72001
427062,71926
59071,482729
461008,71485
57937,68041
57106,64623
53281,66465
415190,415191
53237,65207
45105,482706
415214,415215
57199,66076
57134,65902
57133,482702
57169,66604
56642,65323
56620,64617
57154,66090
415143,415144
57581,65287
462041,462042
57191,462042
57130,65942
57138,66350
53233,64778
50524,70097
56985,65745
46949,66106
56982,65317
473132,411493
56966,65364
56964,65711
57724,70280
55776,463421
55904,68350
53589,62127
56797,67286
52313,66059
52304,66266
52308,66201
42908,62116
55589,62096
55623,61877
477957,477958
45797,61954
58128,62036
43526,62084
55582,62114
55567,426144
44905,62088
480586,480587
58547,73827
56774,66993
59200,74260
56785,67213
56784,67224
56762,67028
59193,74255
56800,67253
56755,67372
59184,74246
416926,67081
59068,74155
481650,481651
56839,67195
416831,67283
56928,67384
56854,67256
56878,67355
56873,67079
59156,74225
56896,67263
417069,417070
416899,66995
56768,67173
56807,67129
417084,417085
56809,66974
56786,67364
59126,74202
59119,74196
56866,67322
56875,67383
426977,426978
416821,416822
46969,65589
58661,73949
477910,477911
417696,417697
57590,66049
480529,480530
57578,66072
46985,66720
56625,64732
56631,65240
56637,65576
53264,66630
53262,66695
53267,67057
53279,66459
477697,477698
47926,67942
47235,482431
50241,71995
50530,72027
480665,481091
416619,416620
480697,480662
480654,480708
421822,421823
52199,65729
53568,62322
58324,426140
473651,71217
50965,65394
46469,65341
53191,65103
51152,65124
51254,65293
51258,65271
57479,70405
53202,72955
